date,tweet
2019-09-14, pic.twitter.com/GrUJvGt09D
2019-09-13,Did he get shot..
2019-09-13,"Yea yea, we'll see."
2019-09-13,Yea agreed but that's why minimap is needed.
2019-09-13,"Facts lmao, if you think yourna ""mlg tryhard"" you ego chall everything not camp, cause camping boring asf."
2019-09-13,If your average
2019-09-13,"Especially with the little Timmy campers with no mini-map, it's so annoying."
2019-09-13,I spit on you
2019-09-13,I know it isnt what you wanted buuuuut doesnt look bad tbh.
2019-09-13,Shower jokes pic.twitter.com/XAcByy19OX
2019-09-12,You weren't joking when you said you were gonna run the scene
2019-09-12,Thing is probably taller than you already
2019-09-12,Good looks
2019-09-12,"Yea lol, you need a code?"
2019-09-12,Sleep schedule just in time to pull a all nighter on the beta...imagine
2019-09-12,I followed
2019-09-12,I need one
2019-09-12,Lemme get one
2019-09-12,Just give it to me 😥 pic.twitter.com/VmVUnLjuw7
2019-09-12,"Wow, congratulations"
2019-09-12,Just give it to me
2019-09-12,Why is someone always supposed to post something you care about? Lol.
2019-09-12,But someone else might?
2019-09-12, pic.twitter.com/w0XyUYIgPz
2019-09-12, pic.twitter.com/kmDi8KBgv5
2019-09-12, pic.twitter.com/DbIt8YoUiw
2019-09-12, pic.twitter.com/urJ2ulYXCz
2019-09-12,"I respect you for that rallied, good friend."
2019-09-11,I would say some creative 1v1s but i uninstalled that shit ages ago
2019-09-11,Kinda sad how you have to say something negative just to get a response even though you like Jack...
2019-09-11,@GlFTEDD @PhaseNA__
2019-09-10,You should buy me a beta code
2019-09-10, pic.twitter.com/76MT5Evcoy
2019-09-10,I would if you'd buy me one 😉
2019-09-10,he wants it more than you
2019-09-10,Should be a ban..
2019-09-10,kiss me *smooch*
2019-09-10,"I mean he looks pretty good, but idk about the ketchup one."
2019-09-10,Repetition is key
2019-09-10,"Just do tons of Zone Wars, and if your doing 1v1's, just box up alot."
2019-09-10,Call 911 and do house inspection fuck that
2019-09-10,"Oh, are you gonna pin this tweet for now?"
2019-09-10,Pin?
2019-09-09,goat
2019-09-09,Wow
2019-09-09,Welcome to the cool club
2019-09-09,@NewYorkFBI
2019-09-09,no way you can say such a thing after your HORRIBLE loss.
2019-09-09,Straight gas.
2019-09-08,Yea john your panther aren't lookin to good either
2019-09-08,I think it works when you give donavyn one too
2019-09-07,Why did you put this on my TL
2019-09-07,Your lookin sexy in your new avi
2019-09-07,shut up
2019-09-07,That's hilarious lol
2019-09-06,"Then let him learn the hard way, and he'll learn pretty soon."
2019-09-06,"definitely not a ""fanboy"" its just lame to hate on someones success."
2019-09-06,"Hes made more money on this game then you ever have, or will theres no need to hate on someones success."
2019-09-06,that was a long ass slumber
2019-09-05,You lookin like major mike on the field
2019-09-05,thanks i didnt notice
2019-09-05,Someone send the link if you wanna lose money!
2019-09-05,Because the dude literally ran up on her (According to this video) and her not knowing if he has any weapons of his own.
2019-09-05,"You arent supposed to be armed with a gun without a license anyways, nor resisting arrests, definitely not stealing the gun from the cop, and DEFINITELY not shooting AT the cop. Idk what you're on bro"
2019-09-05,"Lmao soul i like you, are the biggest troll ever."
2019-09-05,You are a GOD for staying up that long
2019-09-03,she dont even look that good imo
2019-09-03,TEDwood*
2019-09-03,someone chall this guy on redwood yall wont
2019-09-03,Hope you make it ted
2019-09-03,hope the best for you mike
2019-09-03, pic.twitter.com/FZCMl1Ldaa
2019-09-03,@DownloaderBot
2019-09-03,vouchie vouch
2019-09-03,"no, thats just the first that came to mind"
2019-09-03,"It still gives him a shit ton of more viewers when he plays fortnite fridays, which is held by Keemstar"
2019-09-03,You a little impatient i dont spend my eternity on Twitter my brotha
2019-09-03,"Damn you mad impatient i dont spend all my time on Twitter, well he got Theifs signed to FaZe, Typical Gamer more Viewers on youtube, gives everyone who is in the tournament itself more viewership, and more viewership means more money and a wider community, also Boosting Fortnite"
2019-09-03,Fortnite*
2019-09-03,"I mean those Fortnits Fridays got many people signed to orgs, and gave many people a chance in Fortnite."
2019-09-03,But he does do other things for the community
2019-09-03,Wow congratulations
2019-09-03,Orbitalz has deadass gave you so much content lmao.
2019-09-02,fat vouch
2019-09-02,@x2Pac_ThuGLorD @TeddyRecKs huge vouch
2019-09-02, pic.twitter.com/vRP6kedki9
2019-09-02,"Wow, this is fucking unbelievable"
2019-09-01,Looks disgusting lol
2019-09-01,bro dude finnaly getting good wow
2019-08-30,I am down
2019-08-30,I'll be down if im on.
2019-08-30,for MWR
2019-08-30,Im down what time.
2019-08-30,Im down
2019-08-30,Are you playing with friends?
2019-08-30,Damn thats tough
2019-08-30,I swear bro lmao
2019-08-30, pic.twitter.com/gN5nO8AZDL
2019-08-30,I will happily block you
2019-08-30,guys pokimane just posted a selfie
2019-08-30,LMAOOOO WTF
2019-08-30,You're not alone on that lmao
2019-08-30,@DownloaderBot
2019-08-29,"I cant tell if you're trolling apf, or just an idiot."
2019-08-29,I dont understand your English slang
2019-08-29,Yea shits CrAzY
2019-08-29,"This gonna be a breeze, literally."
2019-08-29,What the fuck
2019-08-29,"As you say teddy ""eye emoji"""
2019-08-29,You're actually the best.
2019-08-28,@TeddyRecKs grind time?
2019-08-28,Are you serious
2019-08-28,How much
2019-08-28,"I mean chick fil a knows their sandwich be poppin, if popeyes knew it was gonna pop off like this they woulda stocked tf up."
2019-08-28,"Damn bro, you really did need that, holy shit you lookin cute cute"
2019-08-28,Here you go pic.twitter.com/9Fks55JTTy
2019-08-28,L
2019-08-28,0
2019-08-28, pic.twitter.com/jmDMJEUkAu
2019-08-28,That most definitely wasn't the point of his comment
2019-08-27,Do you like the update or something? If you love it go grind the fucking game isntead of spreading un-needeed toxicity to all the comments.
2019-08-27,You a pussy forreal
2019-08-27, pic.twitter.com/9BDKTqwjqC
2019-08-27,You grind team rumble so it makes sense.
2019-08-27,If you think this update is good you're actually werid
2019-08-27,"Keep your head up bro, like you said you gotta wait for tue hard time to pass, thing will go your way."
2019-08-27,What the fuck am i reading
2019-08-27,I think its national teddyrecks better fucking stream right now day
2019-08-27,"Oh shit, stream bro"
2019-08-27, pic.twitter.com/BHxkja8nWh
2019-08-27,4th one for sure
2019-08-27,Getting a Iphone
2019-08-27,Agreed.
2019-08-27,Is that what you get off to or something
2019-08-27,"You really shound have to explain that, lmao."
2019-08-27,LMAOO
2019-08-27,He did qualify didnt he
2019-08-26,What the fuck 💀
2019-08-26,Definitely not your first time plsyong claw idiot
2019-08-26,Ask @MrBeastYT
2019-08-26, pic.twitter.com/aMUVVIDQwv
2019-08-26,And i hate when people can't take a joke
2019-08-25,"That guy is the mob bro, dont fuck with that guy"
2019-08-25,Fucking psychopath
2019-08-25,thats a big ouch
2019-08-25,morning qt
2019-08-25,
2019-08-24,@DownloaderBot
2019-08-24,L
2019-08-24,Steelseris easily
2019-08-24,whi cares
2019-08-24,alpha*
2019-08-24,"If i were you id just take a vacation somewhere with no internet at all and just take a break and enjoy and focus on your mental fortitude,  because I want the best for you bro."
2019-08-24,And Enen no Shouboutai
2019-08-24, pic.twitter.com/tE5py322p5
2019-08-24,"I got you chris, that fuck nigga will never talk to you like that again"
2019-08-24,Imagine
2019-08-24,Dont ever talk to my nigga chris like that ever again fuckboy
2019-08-24,I cant take this seriously
2019-08-24,add me
2019-08-23,"Makes sense, tough luck."
2019-08-23,No alpha?
2019-08-23,How is 20k+ viewers irrelevant im so confused why is everyone saying that.
2019-08-23,You tweeted this like you want more people in your DM's pic.twitter.com/zA9yIFvXnY
2019-08-23,Its a FREE ALPHA i wouldnt beg for so much lol
2019-08-23,"Yea, shit isnt ""clunky"" at all."
2019-08-22,"""You little whore"" lmaooo"
2019-08-22, pic.twitter.com/469mCK7092
2019-08-22,I dont thini thats how it works.
2019-08-22,"Nobody is hating on them lol, she bad"
2019-08-21, pic.twitter.com/YfCMKXCJlS
2019-08-21,Tell me the equation
2019-08-21,What grade you in
2019-08-21,@DownloaderBot
2019-08-21,Try Local LAN's first
2019-08-21,He is the goat so
2019-08-21,teddy_recks
2019-08-19,Have to be EU?
2019-08-19,Is it gonna be a real stream or a bootleg ps4 stream? I will watch either way
2019-08-19,Yea only if a NA crowd would ever be this loud.
2019-08-19,"T16 to T2, you guys played amazing cant be furious at it."
2019-08-19,@qtThunder @joshhnvo
2019-08-19,"Simp held up that MVP trophy like ""bro i already have one of these"""
2019-08-18,"I mean i already have a team, but franchising sucks"
2019-08-18,You wouldnt get anywhere on console anyways.
2019-08-18,ok inv
2019-08-18, pic.twitter.com/xN0yBzFu3X
2019-08-17,alright
2019-08-17,Do you care if its NA?  Yall can host all maps.
2019-08-17,"It shouldn't have even gone to game 5, faze deserves to lose that."
2019-08-17,You salsa dancin or what
2019-08-17,Bro demon slayer is actually fucking fire
2019-08-17,LMAOOO
2019-08-17,Who doesn't remember that? Lmao that was some good shit.
2019-08-17,"Game isn't even in beta yet lol,  just gotta wait i guess"
2019-08-17,make sure not to get arthritis old man
2019-08-16,"yea, its kinda how he gets paid, didnt know if you knew that"
2019-08-16,"I know right, i thought gen g easily makes it out of pools. We all were wrong"
2019-08-15, pic.twitter.com/E1EN68MXFc
2019-08-15, pic.twitter.com/euLlBz3o93
2019-08-15, pic.twitter.com/G7l1bHKO88
2019-08-14,"Yea, she needs to learn how to take her breaths."
2019-08-14,Thanks
2019-08-14,Are you on brav or delta? Ima cheer you on.
2019-08-14,😶
2019-08-14,Keep your fetishes away from the replies section pic.twitter.com/toW7BdgPUb
2019-08-13, pic.twitter.com/MR5A6cI7Rh
2019-08-13, pic.twitter.com/FnVBFYq1NC
2019-08-13,@TeddyRecKs 😁👍
2019-08-13, pic.twitter.com/zJIifhGgrS
2019-08-13,@DownloaderBot
2019-08-13,@DownloaderBot
2019-08-13,WHAT THE FUCK
2019-08-13,"I was joking from before lol, but what was it."
2019-08-13,"Then do good, and dont be nervous, idiot."
2019-08-13,"All for the ring, get this shit brotha."
2019-08-13,So are you on this sticks
2019-08-13,You'd look dope as fuck with a full grown out beard.
2019-08-13,"Cant wait to see you fry, good luck and safe travels"
2019-08-13,"damn you got mad hurt lol, its just a Twitter joke."
2019-08-12, pic.twitter.com/9SMZFzPHnr
2019-08-12,Shouldn't it be the other way around.
2019-08-12,"Wow, congratulations"
2019-08-12,WAY to soon pic.twitter.com/P1uPT747LB
2019-08-12, pic.twitter.com/fo6OxzDfDj
2019-08-12, pic.twitter.com/XEm4RD2QTn
2019-08-12,Loeya isnt gonna go on a date with you bro
2019-08-12, pic.twitter.com/1iE1cbPl6O
2019-08-12,"I really dont care about you my man, your fault for being banned."
2019-08-12,This makes me laugh every time.
2019-08-12, pic.twitter.com/ThdmTlyh3V
2019-08-12, pic.twitter.com/TzSfysm9eB
2019-08-12,@DownloaderBot
2019-08-12,@DownloaderBot
2019-08-12,I would scrim you guys but you're EU fuck that
2019-08-12,good luck trashcan
2019-08-12,@DownloaderBot
2019-08-11,"You gotta carry me one day, free cash."
2019-08-11,thats pocket change
2019-08-11,mcdonalds? Bruh i woulda said no too
2019-08-11,Definitely said the n word
2019-08-11,Wrong one dude
2019-08-11, pic.twitter.com/7lygyLiSrm
2019-08-11,"nah hes playing cod with me, sorry not sorry"
2019-08-11, pic.twitter.com/yMEhFiC1GK
2019-08-11,You down tonplay?
2019-08-11,Then it should've
2019-08-11,It depends do you put your ps4 to rest mode?
2019-08-11, pic.twitter.com/ci7rtdGrtV
2019-08-11,"i didn't agree to such terms,"
2019-08-11, pic.twitter.com/Giep7LkeKl
2019-08-11,😶
2019-08-11,how yall do in that tournament?
2019-08-11, pic.twitter.com/ulbLTXQHNO
2019-08-10, pic.twitter.com/fO47I8hKdF
2019-08-10,"Your shit is fucked up bro, this has never happened to me how old is the ps4?"
2019-08-10,@DownloaderBot
2019-08-10,that was my  brother's cousin sorry
2019-08-10, pic.twitter.com/z1d7GkfHCB
2019-08-10, pic.twitter.com/vgVSLTjwt6
2019-08-10, pic.twitter.com/zVBzoyXVjq
2019-08-10,dude is wild
2019-08-10,dont you got a onlyfans
2019-08-10,Liquid Emad tf up
2019-08-10,Yes! I can easily tell sarcasm over the internet easily because i know you! pic.twitter.com/ueoNBVDPvk
2019-08-10,I can tell a joke if its actually funny bro.
2019-08-10, pic.twitter.com/zGL1AbHSMx
2019-08-10, pic.twitter.com/QehxYqowXl
2019-08-10,"Poach 100P knows, and team liquid knows, all we can do is wait."
2019-08-10,You really think he doesnt know
2019-08-10,He cant do anything about it lol
2019-08-09, pic.twitter.com/jkryhViLsn
2019-08-09, pic.twitter.com/DaqZYEqrAW
2019-08-09,😂😂
2019-08-09,"@Twitter yall forreal just chillin watchin poaches acc get hacked, good shit guys"
2019-08-09, pic.twitter.com/RLS8PG5yew
2019-08-09,"But realistically speaking, when you do find that person you're forever happy for the rest of your life, so your loss."
2019-08-09, pic.twitter.com/7poIMddobB
2019-08-09,"Very uncalled for dude, what the fuck."
2019-08-09,LMAOOO
2019-08-09,You've gotta be the most idiotic kid ever.
2019-08-09,@Twitter @twitter
2019-08-09,@Twitter @TwitterSupport
2019-08-09,A doctor that wants a follow from a racist? Nice.
2019-08-09,"You want a guy like this to follow you, thats low bro, just for a follow."
2019-08-09,@TwitterSupport @Twitter PLEASE
2019-08-09,@TwitterSupport @Twitter DO. SOMETHING.
2019-08-09,"If you have a life filled with bitches in your dick with $5M and you're still doing shit like this, your life must suck on some real shit."
2019-08-09,@Twitter DO SOMETHING
2019-08-09,You're a fucking loser.
2019-08-09,"Brotha, shut the fuck up he isnt following you."
2019-08-09,Weirdo
2019-08-09,You need a job lol.
2019-08-09,"Even if he does follow you for some reason,  poach will unfollow you when he gets his account back clowns"
2019-08-09, pic.twitter.com/2CdBVax5mk
2019-08-09,@DownloaderBot
2019-08-09,"Hes not going to follow you back,  its just for him to get followers, hes literally following 0 people."
2019-08-09,"Poach is hacked, idiot"
2019-08-09,Idiot
2019-08-09,Idiot
2019-08-09,you know poach is hacked right
2019-08-09,HACKER TOXIC ☹
2019-08-09,Account hacked obviously
2019-08-09,hes hacked my man
2019-08-09,You're an IDIOT
2019-08-09,are you trolling
2019-08-09,IMAGINE LIKING DRY STEAK AHHAHAHAHAHAHAHA
2019-08-09,"How the fuck would he answer you, lop cmon bro"
2019-08-09,UNFORTUNATELY HACKED
2019-08-09,GGS ONLY POACH
2019-08-09,FeelsBadMan Poach HACKED
2019-08-09, pic.twitter.com/OkjCaVETeD
2019-08-09, pic.twitter.com/a6D7kSAjKF
2019-08-09,same lol
2019-08-09,"Same here, who didnt you like?"
2019-08-09, pic.twitter.com/YPVnuwvmWf
2019-08-09, pic.twitter.com/NVIG2a91MI
2019-08-09, pic.twitter.com/mwUBEcnFoe
2019-08-09,K
2019-08-09,"not funny, didnt laugh pic.twitter.com/fIjxN6Aq3v"
2019-08-09, pic.twitter.com/3CB5gFZ65u
2019-08-09, pic.twitter.com/hFMgzfPD9o
2019-08-08,"Its just ironic, she wasnt really expecting him to hate the little kid.."
2019-08-08,@GlFTEDD
2019-08-08,bro what
2019-08-08,mwr
2019-08-08,Stream anything bro im there
2019-08-08,"why would he need one rn, hes makin moves"
2019-08-08,on my tv tho hoee pic.twitter.com/1eNvgd1rLG
2019-08-08,I might have to block you
2019-08-08,I literally still cant believe this.
2019-08-08,@TrofySZN
2019-08-08,@DownloaderBot
2019-08-08,@DownloaderBot
2019-08-08,Teddy look like he'd fuck my bitch in that picture
2019-08-08,gotta watch this to learn from the best
2019-08-08,cause you suck
2019-08-07, pic.twitter.com/TiO5oh3xJs
2019-08-07,they aren't even gonna make it out their pool
2019-08-07, pic.twitter.com/X9JvJ2B5zN
2019-08-07,@DownloaderBot
2019-08-07,only in your dreams pal
2019-08-07,"yo i thought that other bitch was bad, the fuck is this. pic.twitter.com/fDUcXAUjNo"
2019-08-07, pic.twitter.com/9hU6fiz9Z7
2019-08-07,"not funny, didnt laugh pic.twitter.com/nf9icnrA9o"
2019-08-07,I'll hire you a better one.
2019-08-07,"i know these tweets are jokes, but if not you need THERAPY"
2019-08-07,ok ill sell u real quick
2019-08-07,oh i see
2019-08-07,Gotta fix your profile pic then
2019-08-07,@DownloaderBot
2019-08-07,That game is hotdog water bro
2019-08-07,Nigga follow me back
2019-08-07,sorry about that bro
2019-08-07,na bro lmao
2019-08-07,might as well donate it to you at that point
2019-08-07,1v1 for 5? Lol
2019-08-07,ha ha
2019-08-07,says the horny girl
2019-08-07,im just that guy
2019-08-06, pic.twitter.com/GbO3oKwp4A
2019-08-06,are you suprised? Lol
2019-08-06, pic.twitter.com/r3m7GLkD1x
2019-08-06,shut the fuck up idiot
2019-08-06,@x2Pac_ThuGLorD are you streaming tonight? or no cash?
2019-08-06,lol
2019-08-06, pic.twitter.com/jBAu3SjcrF
2019-08-06,this comment is just dumb
2019-08-06,😂😂
2019-08-06,then fuck you you dumbass hoe
2019-08-06,bro chill im Christian
2019-08-06, pic.twitter.com/mfmQcq1SNb
2019-08-06, pic.twitter.com/EplfvNxH8p
2019-08-06,@DownloaderBot
2019-08-05,are you ok? Lol
2019-08-05,is Twitter your therapy session
2019-08-05,"Nigga, why you hatin lmao you are way too passionate about your irrelevant pastimes"
2019-08-05,"Bro, dome on MW3 was that shit bro, i really hope next cod is good."
2019-08-05,yea aight
2019-08-05,"Welll, here before this feed blows up"
2019-08-05,"Ill try to look for people, if not rip."
2019-08-05,How much
2019-08-05,Are you smoking dick?
2019-08-05,i don't even know you so no ill have to pass
2019-08-05,"yall said that yesterday, no creds"
2019-08-05,this is the weirdest thing ive ever seen on my TL
2019-08-05, pic.twitter.com/UfI4xn7BNC
2019-08-05,1v1
2019-08-05,"Same for over here too, just stopped."
2019-08-05,DAAMN bro u midget
2019-08-04, pic.twitter.com/Q6kQMAbvtc
2019-08-04,ohh ok
2019-08-04,"damn, you not tired asf?"
2019-08-04,I just copy pasted some random shit
2019-08-04,U still trash! Ha ha ha!
2019-08-04, pic.twitter.com/CEjObhwojl
2019-08-04,"@LandO Yo you're actually killing this commentary just by yourself, good looks brotha."
2019-08-04, pic.twitter.com/DricerGF7Y
2019-08-04,"No because 

Blood sugar levels increase dramatically within 20 minutes of drinking the Cola, explains Naik, causing a burst of insulin. The liver then turns the high amounts of sugar circulating our body into fat."
2019-08-04,"Yea i see that, i forgive you."
2019-08-04, pic.twitter.com/9OVu7dWT7M
2019-08-04, pic.twitter.com/u3HxwdMLzw
2019-08-04, pic.twitter.com/Zb2jyNbXkU
2019-08-04,"You fuckin know it ted, till i die."
2019-08-03, pic.twitter.com/MMxojoB1CB
2019-08-03, pic.twitter.com/Yt87ETd90f
2019-08-03, pic.twitter.com/IzimenUAFT
2019-08-03, pic.twitter.com/USv3h2wl8R
2019-08-03,Is competitive players under any game? If so ill do anything to do it 👀 pic.twitter.com/rQwo1vZZeU
2019-08-03, pic.twitter.com/SUcwoxZVmq
2019-08-03,"For all your horny comments, you will see hamlinz."
2019-08-03, pic.twitter.com/kVrWi55LoD
2019-08-03, pic.twitter.com/828KDxinKu
2019-08-03,I was JUST about to ask if you were still gonna stream.
2019-08-03,"wait yo i actually do need something, dms"
2019-08-03,na im just playin lol ion need anything
2019-08-03,$20 paypal ill do anything 👀 pic.twitter.com/DoR5pHIleF
2019-08-03, pic.twitter.com/BZBFpSLqfV
2019-08-03, pic.twitter.com/ESXFLiupLQ
2019-08-03,"How much people on controller qualified on k&m qualified, its not even close, stop crying on some bullshit"
2019-08-03,"You try aiming with your sticks to aim, cmon bro if you pick up a controller you're not hitting every shot."
2019-08-03, pic.twitter.com/1DvuVDzpIi
2019-08-03, pic.twitter.com/K1R8Al4LoZ
2019-08-03, pic.twitter.com/c8I7otbzXP
2019-08-03, pic.twitter.com/jDxIkV39ai
2019-08-03,This one better pic.twitter.com/U6T1AyCkuk
2019-08-03, pic.twitter.com/LUx9RTyyQP
2019-08-03, pic.twitter.com/ZmuADWdMge
2019-08-03, pic.twitter.com/np100yLKCr
2019-08-03,@DownloaderBot
2019-08-03,And both of yall pay for my ride to canada.
2019-08-03,Bitch shut yo ass up
2019-08-03,NIGGA
2019-08-03,Motherfucking finally
2019-08-03,I read all of them lol
2019-08-03,💀💀💀
2019-08-03, pic.twitter.com/DEn4lJjrXr
2019-08-03, pic.twitter.com/QTNqRUOOYc
2019-08-03, pic.twitter.com/wLaVNqs0S4
2019-08-03, pic.twitter.com/waR00V8cVG
2019-08-03,Are you smoking dick?
2019-08-03,"Pointing out it isnt hard to get this amount of points, stop riding his cock."
2019-08-03,Any pro player can get this amount of points..lol
2019-08-03, pic.twitter.com/1P7wfOlzpH
2019-08-02, pic.twitter.com/OCvG0PXY6u
2019-08-02,I deadass miss @iReedr grinding cod
2019-08-02,K
2019-08-02,"You don't understand my man, if you dont know whats going on dont make yourself look like an idiot."
2019-08-02,all good hbu
2019-08-02,"Yea, i was just thinking about switching, nvm."
2019-08-02,WeirdChamp
2019-08-02,forgot to salsa dance
2019-08-02,Waiting till i play it myself
2019-08-02,"It was just a saying my g, it wasnt that serious."
2019-08-02,LOL WHAT LMAOO
2019-08-02, pic.twitter.com/yiXLHYUAkb
2019-08-02,"Nice, now tell your fortnite devs to vault that mech bullshit."
2019-08-02,yea nice one pic.twitter.com/sK3YD7t1OW
2019-08-02,K
2019-08-02,😂😂
2019-08-02,"Yes, i have heard you say this 25 times over the years."
2019-08-02,lol
2019-08-02,Lmk when you start
2019-08-01,@DownloaderBot
2019-08-01, pic.twitter.com/unEpBPYuec
2019-08-01,@DownloaderBot
2019-08-01,But subs do
2019-08-01,"then pick me up, thx"
2019-08-01, pic.twitter.com/Qimr3fHeb5
2019-08-01,"wait so u said trainers gonna beat og and not eg beating them, lol tough luck @OpTicGaming"
2019-08-01, pic.twitter.com/jtUKOpdYyn
2019-08-01,No respect for OG 💀
2019-08-01, pic.twitter.com/9kadUxB2wz
2019-08-01,"You gotta lift the curse, lmaooo"
2019-08-01, pic.twitter.com/e7S0rAcgvn
2019-08-01, pic.twitter.com/G5Eda77M7u
2019-08-01, pic.twitter.com/J7OzpeeEfz
2019-08-01, pic.twitter.com/56NPVjXCi2
2019-08-01, pic.twitter.com/5li8vvTLMJ
2019-08-01, pic.twitter.com/SaVf0PoGV9
2019-08-01, pic.twitter.com/GefCYiTwMQ
2019-08-01,Who's gay?
2019-08-01, pic.twitter.com/scChpIOAdN
2019-08-01,I'll just go crazy pic.twitter.com/JA9eSylttR
2019-08-01,FeelsGoodMan
2019-08-01, pic.twitter.com/2NLK2VtwkG
2019-08-01, pic.twitter.com/Ag6su2HDjy
2019-08-01, pic.twitter.com/4B9Z10QNzt
2019-07-31,"yea, and if anything they're going to lose players because most casuals aren't going to like no minimap"
2019-07-31,"My g, stop fucking flexing about having no minimap, we can easily adapt to it, but its just that fact they take it away for no reason makes no sense when they have had a minimap since the first ever CoD."
2019-07-31, pic.twitter.com/Gbz4uhxWaV
2019-07-31, pic.twitter.com/NC3tt3dEfj
2019-07-31, pic.twitter.com/WHYsomqUBp
2019-07-31, pic.twitter.com/I3oG2QJFLq
2019-07-31, pic.twitter.com/77rhvthCrm
2019-07-31,"I have no more videos for this same tweet , i am lost."
2019-07-31, pic.twitter.com/NiXDw2vfqy
2019-07-31,"LMAO, happy birthday black boy"
2019-07-31, pic.twitter.com/UI4pvQVRrw
2019-07-31, pic.twitter.com/jEdU3qOPkX
2019-07-31,bro i just left my house
2019-07-31,how the fuck would it be 1
2019-07-31,"All the time? LMAO by the context of this video this dad give his son PLENTY of chances, cmon bro."
2019-07-31,16
2019-07-31,their*
2019-07-31,oh shut up you're so soft
2019-07-31,So just because you sit down and watch videogames it makes you fat and lazy? Nice to know! :)
2019-07-31,"Just get better, its all good."
2019-07-31,"Im running out of gifs, please slow down on the tweets pic.twitter.com/xI6XaIJGA2"
2019-07-31, pic.twitter.com/JUHKOKBdiN
2019-07-31,I don't have one pic.twitter.com/GWSgxM9O8S
2019-07-31, pic.twitter.com/oDXFKNNOq9
2019-07-31,"That doesnt matter, you don't know what a keyboard looks like?"
2019-07-31, pic.twitter.com/CGoMeQcg7P
2019-07-31, pic.twitter.com/7TUMnGtBBJ
2019-07-31, pic.twitter.com/ySt5mNtaMA
2019-07-31, pic.twitter.com/A6kXkKoHhz
2019-07-31, pic.twitter.com/vbESNPQxnQ
2019-07-31, pic.twitter.com/cbwO8f0SHc
2019-07-31,"Honestly, i just wanna play a good cod bro."
2019-07-31, pic.twitter.com/pGp5hiiRVg
2019-07-31,"@TeddyRecKs he needs it, hes been grinding for champs and hasnt been streaming much, really desrves it."
2019-07-30,Its called reborn
2019-07-30, pic.twitter.com/BpJSyVps8M
2019-07-30, pic.twitter.com/Eu99cGig8I
2019-07-30,bro u still dodging me on bo4
2019-07-30,"Good ol' minute stream, ight gnight 💀"
2019-07-30,He qualified for champs...are you trolling?
2019-07-30, pic.twitter.com/aA3Dk4wnUe
2019-07-30,"Oh well basically it means you need a new controller, its fucked."
2019-07-30, pic.twitter.com/7q87xaiqkq
2019-07-30,CoD Competitive/Tournaments
2019-07-30, pic.twitter.com/ue15BMLNdN
2019-07-30, pic.twitter.com/upD6Q5TIop
2019-07-30,"That drift on the controller, you never had that before?"
2019-07-30, pic.twitter.com/JXqO0eFhzr
2019-07-30,What? pic.twitter.com/bWLFSDSWtp
2019-07-30, pic.twitter.com/UR56q5xZRl
2019-07-30,"No, even before that he was still a full time youtuber ."
2019-07-30,yea it is
2019-07-30,grandad
2019-07-30, pic.twitter.com/L2rJ0h37Qv
2019-07-30,sure ill sell you real quick
2019-07-30,Dont suck
2019-07-30, pic.twitter.com/7sOrji0D1G
2019-07-29, pic.twitter.com/AEd6nV3pwh
2019-07-29,GA GA GA GA GA
2019-07-29,"fuck kind of question is this, YES."
2019-07-29,You gotta do it so you can make some gifs of your own salsa dancing.
2019-07-29,😂😂 I'm looking foward to it.
2019-07-29,"What you gonna do, start salsa dancing in the middle of casting?"
2019-07-29,hope your grandmother gets well
2019-07-29, pic.twitter.com/zQfZePtBL7
2019-07-29,"@TimothyDeLaG Bro, did you hear about the shooting at the food festival? Shits not even safe anymore."
2019-07-29, pic.twitter.com/Y2Fq0I0Fy3
2019-07-29,"oh i see, kinda hard to tell with the old men on the list"
2019-07-29,I think Pat is a little too young to be on this list.
2019-07-29, pic.twitter.com/29XMvEiAYY
2019-07-29, pic.twitter.com/1cXDqnM78d
2019-07-29,"This is a L in itself for this being your first time going to chick fil a, disgraceful."
2019-07-29, pic.twitter.com/739jkNCfqK
2019-07-29,@TeddyRecKs when you tryin to get challs
2019-07-29,pounds
2019-07-29,yea if you wanna gain a extra 5+
2019-07-29,Then what IS your favorite anime?
2019-07-29, pic.twitter.com/5BZitkKhJ4
2019-07-29, pic.twitter.com/sLamk6IZE8
2019-07-29, pic.twitter.com/vEx9ny2bQr
2019-07-29, pic.twitter.com/4sRphlIkTH
2019-07-29,might wanna get on that fortnite train
2019-07-29,Did you really laugh to this image..
2019-07-29,@DownloaderBot
2019-07-29,@DownloaderBot
2019-07-28,"No thanks, id rather not disrespect them."
2019-07-28, pic.twitter.com/TLrXbQ64p5
2019-07-28,CONGRATULATIONS
2019-07-28, pic.twitter.com/3k5ERNbtf6
2019-07-28,Thats a yikes from me.
2019-07-28, pic.twitter.com/2zhmSpArnb
2019-07-28,How the fuck is that a dodge pic.twitter.com/hiblH5CccP
2019-07-28,Im disappointed pic.twitter.com/5xDpXzYyXL
2019-07-28,WeirdChamp
2019-07-28,Bro im honestly thinking you're deadass on the fortnite switch.
2019-07-28,What the fuck pic.twitter.com/JxpODWSsYt
2019-07-28,"Damn, america really did make you go loose."
2019-07-28,@x2Pac_ThuGLorD
2019-07-28,@joshhnvo
2019-07-28,Your team playing that prime?
2019-07-27,"I would love to 1v1, send the chall."
2019-07-27, pic.twitter.com/VdEMXHpkgL
2019-07-27,Im down lmk when you start it.
